timestamp,open,high,low,close
2025-08-17 01:00:00,117330.4296875,117544.625,117290.15625,117524.3125
2025-08-17 02:00:00,117520.65625,117627.1875,117517.671875,117626.6171875
2025-08-17 03:00:00,117675.7890625,117815.1484375,117587.96875,117765.3046875
2025-08-17 04:00:00,117767.4140625,118241.6484375,117761.90625,118171.15625
2025-08-17 05:00:00,118157.1015625,118294.734375,118086.8984375,118105.5625
2025-08-17 06:00:00,118081.53125,118199.4296875,118003.5546875,118014.9609375
2025-08-17 07:00:00,118014.2578125,118132.140625,117948.640625,118071.015625
2025-08-17 08:00:00,118080.25,118423.84375,118010.484375,118419.7734375
2025-08-17 09:00:00,118449.40625,118508.453125,118322.5,118405.140625
2025-08-17 10:00:00,118398.609375,118412.234375,118287.96875,118412.234375
2025-08-17 11:00:00,118436.0078125,118448.046875,118338.7109375,118369.0
2025-08-17 12:00:00,118372.2421875,118402.625,118223.8828125,118223.8828125
2025-08-17 13:00:00,118231.96875,118563.1015625,118143.78125,118491.015625
2025-08-17 14:00:00,118477.265625,118532.2734375,118211.59375,118211.59375
2025-08-17 15:00:00,118236.9296875,118326.390625,118203.421875,118316.7734375
2025-08-17 16:00:00,118296.4921875,118371.2265625,117851.0625,117884.3125
2025-08-17 17:00:00,117882.3984375,117984.2734375,117788.5625,117971.7421875
2025-08-17 18:00:00,117966.953125,118000.1171875,117375.875,117562.0078125
2025-08-17 19:00:00,117608.4140625,117815.3125,117574.78125,117640.03125
2025-08-17 20:00:00,117651.453125,117800.5859375,117627.234375,117710.4296875
2025-08-17 21:00:00,117693.2890625,117834.515625,117685.3203125,117770.484375
2025-08-17 22:00:00,117831.9140625,118065.2578125,117822.046875,118031.5859375
2025-08-17 23:00:00,118033.203125,118033.203125,117454.890625,117454.890625
2025-08-18 00:00:00,117476.1015625,117614.078125,117143.4140625,117303.65625
2025-08-18 01:00:00,117397.4375,117472.375,116347.5234375,116400.40625
2025-08-18 02:00:00,116390.0390625,116390.0390625,115442.7421875,115557.8515625
2025-08-18 03:00:00,115556.53125,115689.1484375,115081.5546875,115407.0625
2025-08-18 04:00:00,115398.6875,115589.6953125,115200.8359375,115542.0390625
2025-08-18 05:00:00,115566.125,115765.796875,115121.5390625,115733.71875
2025-08-18 06:00:00,115760.46875,115760.46875,115043.21875,115287.3125
2025-08-18 07:00:00,115397.15625,115537.90625,115287.9375,115287.9375
2025-08-18 08:00:00,115277.6484375,115454.5546875,115180.9609375,115190.609375
2025-08-18 09:00:00,115160.4921875,115177.9921875,114731.1796875,115091.5
2025-08-18 10:00:00,115085.421875,115327.984375,115080.96875,115151.1328125
2025-08-18 11:00:00,115118.265625,115183.2890625,114935.84375,115053.3359375
2025-08-18 12:00:00,115016.4296875,115510.9375,114997.203125,115510.9375
2025-08-18 13:00:00,115523.53125,115760.1015625,115119.2421875,115143.65625
2025-08-18 14:00:00,114930.9296875,115662.203125,114930.9296875,115662.203125
2025-08-18 15:00:00,115700.4921875,116203.03125,115508.8828125,116203.03125
2025-08-18 16:00:00,116210.2890625,116394.2578125,115904.2265625,116062.875
2025-08-18 17:00:00,116051.859375,116856.8359375,116051.859375,116529.6328125
2025-08-18 18:00:00,116499.8984375,116639.8046875,116285.3125,116552.859375
2025-08-18 19:00:00,116652.6953125,116661.9375,116286.7265625,116405.7578125
2025-08-18 20:00:00,116360.4140625,116572.1484375,116121.84375,116417.1796875
2025-08-18 21:00:00,116447.3828125,116733.2109375,116447.3828125,116698.0390625
2025-08-18 22:00:00,116703.6640625,117028.4609375,116543.3125,116543.3125
2025-08-18 23:00:00,116468.1875,116602.2109375,116175.7734375,116257.96875
2025-08-19 00:00:00,116271.6015625,116534.1328125,115610.1875,116524.3984375
2025-08-19 01:00:00,116578.7265625,116756.0,115797.4453125,115821.453125
2025-08-19 02:00:00,115831.3828125,116090.9765625,115723.7421875,115863.5078125
2025-08-19 03:00:00,115795.015625,115795.015625,114874.3828125,114947.203125
2025-08-19 04:00:00,114851.71875,115400.8203125,114585.953125,115400.8203125
2025-08-19 05:00:00,115370.84375,115495.6640625,115021.2578125,115023.4453125
2025-08-19 06:00:00,115008.8515625,115168.6796875,114988.71875,115042.796875
2025-08-19 07:00:00,115079.5234375,115079.5234375,114674.0390625,115001.0546875
2025-08-19 08:00:00,115020.03125,115297.4453125,114845.21875,115267.640625
2025-08-19 09:00:00,115283.9765625,115535.046875,115250.15625,115369.671875
2025-08-19 10:00:00,115417.5390625,115618.0546875,115369.4609375,115418.71875
2025-08-19 11:00:00,115542.3671875,115665.671875,115515.34375,115603.1875
2025-08-19 12:00:00,115579.1796875,115650.921875,115362.9921875,115581.46875
2025-08-19 13:00:00,115659.4296875,115906.09375,114985.765625,115264.0546875
2025-08-19 14:00:00,115211.4921875,115355.3671875,113835.5,113937.984375
2025-08-19 15:00:00,113881.4765625,114139.1015625,113644.3984375,113787.046875
2025-08-19 16:00:00,113772.09375,113864.96875,113372.8515625,113372.8515625
2025-08-19 17:00:00,113383.703125,113574.3828125,113195.8359375,113512.59375
2025-08-19 18:00:00,113505.4609375,113505.4609375,112881.6796875,113073.9453125
2025-08-19 19:00:00,113047.875,113504.4609375,112783.140625,113166.703125
2025-08-19 20:00:00,113177.1328125,113524.0703125,112958.2109375,113519.8203125
2025-08-19 21:00:00,113541.453125,113541.453125,113404.875,113423.859375
2025-08-19 22:00:00,113399.6484375,113399.6484375,113068.15625,113174.9609375
2025-08-19 23:00:00,113153.234375,113153.234375,112758.0625,112840.0546875
2025-08-20 00:00:00,112852.109375,113311.2421875,112852.109375,113238.5
2025-08-20 01:00:00,113243.3671875,113403.109375,112578.671875,112979.859375
2025-08-20 02:00:00,112984.4296875,113465.1484375,112960.8671875,113457.5234375
2025-08-20 03:00:00,113438.5,113643.3671875,113335.1328125,113541.34375
2025-08-20 04:00:00,113528.4609375,113680.3828125,113484.078125,113594.2578125
2025-08-20 05:00:00,113607.828125,113760.7890625,113486.4453125,113692.9921875
2025-08-20 06:00:00,113703.1640625,113728.2265625,113505.875,113676.25
2025-08-20 07:00:00,113687.8984375,113820.421875,113451.265625,113451.265625
2025-08-20 08:00:00,113466.0,114021.1875,113457.4765625,114021.1875
2025-08-20 09:00:00,114013.078125,114013.078125,113657.6328125,113669.8828125
2025-08-20 10:00:00,113686.3828125,113859.609375,113567.734375,113816.09375
2025-08-20 11:00:00,113791.546875,113841.28125,113099.78125,113596.515625
2025-08-20 12:00:00,113631.84375,113921.5390625,113580.9765625,113705.6875
2025-08-20 13:00:00,113684.1640625,113684.1640625,112616.859375,112865.7265625
2025-08-20 14:00:00,112703.984375,113777.5546875,112415.5234375,113506.515625
2025-08-20 15:00:00,113422.0703125,114295.6953125,113249.421875,113373.6171875
2025-08-20 16:00:00,113371.375,114272.2265625,113348.59375,113799.1796875
2025-08-20 17:00:00,113827.96875,114264.796875,113799.8984375,114199.7890625
2025-08-20 18:00:00,114191.2265625,114191.2265625,113276.453125,113533.53125
2025-08-20 19:00:00,113490.65625,114327.890625,113490.65625,114327.890625
2025-08-20 20:00:00,114210.65625,114376.203125,114034.90625,114376.203125
2025-08-20 21:00:00,114384.9609375,114462.578125,114001.078125,114396.2265625
2025-08-20 22:00:00,114371.7578125,114618.34375,114233.0625,114618.34375
2025-08-20 23:00:00,114586.8984375,114586.8984375,114227.3828125,114258.2265625
2025-08-21 00:00:00,114209.3359375,114495.2734375,114043.1171875,114322.1640625
2025-08-21 01:00:00,114308.3046875,114639.0859375,113992.6015625,114639.0859375
2025-08-21 02:00:00,114691.3046875,114771.703125,113935.7109375,113970.3515625
2025-08-21 03:00:00,114010.3203125,114445.578125,113991.1640625,113991.1640625
2025-08-21 04:00:00,113978.6328125,114011.5,113831.1953125,113849.703125
2025-08-21 05:00:00,113799.046875,114000.3046875,113643.625,113982.1171875
2025-08-21 06:00:00,113978.375,113978.375,113622.8828125,113827.703125
2025-08-21 07:00:00,113801.484375,113913.1953125,113613.75,113900.2265625
2025-08-21 08:00:00,113889.75,113984.890625,113618.0625,113624.0859375
2025-08-21 09:00:00,113584.0859375,113593.390625,113320.8515625,113401.7109375
2025-08-21 10:00:00,113370.5078125,113433.9765625,113267.4375,113275.0703125
2025-08-21 11:00:00,113310.09375,113510.7109375,113054.1015625,113145.5
2025-08-21 12:00:00,113100.2578125,113382.296875,112951.0390625,113033.9921875
2025-08-21 13:00:00,113066.4375,113686.0703125,113066.4375,113562.15625
2025-08-21 14:00:00,113478.859375,113969.453125,113030.0,113260.3203125
2025-08-21 15:00:00,113273.03125,113323.375,112692.859375,112787.421875
2025-08-21 16:00:00,112764.4921875,112907.7890625,112368.7734375,112368.7734375
2025-08-21 17:00:00,112379.140625,112543.9453125,112192.890625,112411.7578125
2025-08-21 18:00:00,112397.9921875,112622.484375,112225.4140625,112621.09375
2025-08-21 19:00:00,112597.09375,112686.1640625,111998.2421875,112098.296875
2025-08-21 20:00:00,112126.984375,112732.3359375,112052.5703125,112512.1875
2025-08-21 21:00:00,112376.0,112685.015625,112088.0078125,112592.7734375
2025-08-21 22:00:00,112590.0234375,112644.9609375,112408.0234375,112475.0390625
2025-08-21 23:00:00,112473.40625,112473.40625,112247.234375,112419.2734375
2025-08-22 00:00:00,112462.859375,112780.8125,112462.859375,112606.9140625
2025-08-22 01:00:00,112596.3515625,112861.4765625,112326.234375,112830.328125
2025-08-22 02:00:00,112802.421875,113465.9921875,112790.0859375,113170.9296875
2025-08-22 03:00:00,113140.171875,113410.03125,112872.5703125,112872.5703125
2025-08-22 04:00:00,112889.4609375,113195.9375,112746.4453125,112746.4453125
2025-08-22 05:00:00,112800.9140625,113226.7265625,112800.9140625,113214.0390625
2025-08-22 06:00:00,113213.6171875,113322.9375,112843.296875,112978.5
2025-08-22 07:00:00,112981.09375,113199.3359375,112966.46875,113088.390625
2025-08-22 08:00:00,113075.296875,113271.6796875,112921.7421875,112978.0625
2025-08-22 09:00:00,112963.25,113091.546875,112834.0703125,113027.53125
2025-08-22 10:00:00,113019.8828125,113031.9296875,112503.90625,112511.015625
2025-08-22 11:00:00,112517.921875,112547.09375,112149.6796875,112307.1015625
2025-08-22 12:00:00,112320.546875,112646.125,111678.9453125,112285.3125
2025-08-22 13:00:00,112374.1796875,112580.203125,112003.4453125,112341.90625
2025-08-22 14:00:00,113463.6171875,116063.359375,113463.6171875,115893.3984375
2025-08-22 15:00:00,115847.453125,117170.0703125,115847.453125,116548.1640625
2025-08-22 16:00:00,116412.21875,116710.7578125,116138.5078125,116138.5078125
2025-08-22 17:00:00,116140.4375,116970.9765625,116140.4375,116927.09375
2025-08-22 18:00:00,116991.2890625,117370.6796875,116753.453125,116753.453125
2025-08-22 19:00:00,116789.6171875,116895.8671875,116518.4453125,116641.0234375
2025-08-22 20:00:00,116626.09375,117083.703125,116589.9140625,116979.171875
2025-08-22 21:00:00,117027.0078125,117136.4609375,116828.40625,116979.8984375
2025-08-22 22:00:00,116988.5078125,117026.875,116544.0703125,116714.5703125
2025-08-22 23:00:00,116713.40625,116914.109375,116659.1015625,116867.5234375
2025-08-23 00:00:00,116920.8671875,116995.2421875,116721.28125,116837.5234375
2025-08-23 01:00:00,116828.0234375,116828.0234375,116285.21875,116402.8515625
2025-08-23 02:00:00,116391.1875,116460.8203125,115572.25,115936.1640625
2025-08-23 03:00:00,115942.640625,115966.515625,115439.2890625,115515.0859375
2025-08-23 04:00:00,115513.8984375,115891.8828125,115513.8984375,115869.9921875
2025-08-23 05:00:00,115861.8203125,115972.3828125,115757.1484375,115927.1484375
2025-08-23 06:00:00,115913.5234375,115951.671875,115660.75,115711.03125
2025-08-23 07:00:00,115691.3515625,115844.9609375,115638.7421875,115735.765625
2025-08-23 08:00:00,115765.34375,115816.578125,115608.53125,115702.2421875
2025-08-23 09:00:00,115707.546875,115729.328125,115567.6015625,115704.84375
2025-08-23 10:00:00,115709.2734375,115709.2734375,115537.765625,115537.765625
2025-08-23 11:00:00,115512.8046875,115583.359375,115192.3046875,115192.3046875
2025-08-23 12:00:00,115209.71875,115417.75,115161.328125,115180.78125
2025-08-23 13:00:00,115161.734375,115161.734375,114731.859375,114839.1640625
2025-08-23 14:00:00,114808.7265625,115031.5859375,114608.515625,114608.515625
2025-08-23 15:00:00,114596.171875,114896.5859375,114596.171875,114805.515625
2025-08-23 16:00:00,114786.4296875,115020.6875,114680.375,114971.4609375
2025-08-23 17:00:00,114985.1484375,115094.5703125,114938.7734375,115051.421875
2025-08-23 18:00:00,115068.8359375,115130.609375,115008.6953125,115098.2265625
2025-08-23 19:00:00,115105.78125,115111.0078125,115004.40625,115092.0390625
2025-08-23 20:00:00,115083.1484375,115287.625,115060.4765625,115287.625
2025-08-23 21:00:00,115274.1015625,115274.1015625,114987.0,115067.3515625
2025-08-23 22:00:00,115019.890625,115264.8671875,115019.890625,115264.8671875
2025-08-23 23:00:00,115272.3203125,115378.8515625,115197.640625,115378.8515625
2025-08-24 00:00:00,115341.6015625,115477.46875,115288.7734375,115326.2265625
2025-08-24 01:00:00,115303.703125,115501.6171875,115150.46875,115425.359375
2025-08-24 02:00:00,115410.8671875,115574.6875,115016.7578125,115016.7578125
2025-08-24 03:00:00,115010.4453125,115094.3359375,114927.15625,114992.4921875
2025-08-24 04:00:00,114992.4296875,115222.7265625,114992.4296875,115051.9609375
2025-08-24 05:00:00,115092.5703125,115150.2734375,114887.3515625,114962.171875
2025-08-24 06:00:00,114951.46875,115015.2265625,114817.7109375,114826.4765625
2025-08-24 07:00:00,114851.421875,115066.1640625,114833.015625,114883.2890625
2025-08-24 08:00:00,114878.625,114912.2265625,114714.59375,114767.2890625
2025-08-24 09:00:00,114792.1484375,114977.53125,114655.2734375,114800.9296875
2025-08-24 10:00:00,114820.140625,114912.9453125,114581.65625,114794.0859375
2025-08-24 11:00:00,114765.578125,114852.0234375,114594.328125,114711.46875
2025-08-24 12:00:00,114716.8984375,114769.359375,114590.96875,114646.7890625
2025-08-24 13:00:00,114649.8984375,114789.8203125,114561.0859375,114561.0859375
2025-08-24 14:00:00,114538.1328125,114573.9921875,114357.6171875,114545.8515625
2025-08-24 15:00:00,114526.65625,114781.2734375,114396.75,114398.2578125
2025-08-24 16:00:00,114387.1640625,114470.15625,114282.5,114282.5
2025-08-24 17:00:00,114234.453125,114496.5390625,114234.453125,114323.34375
2025-08-24 18:00:00,114338.8828125,114843.671875,114283.4609375,114522.609375
2025-08-24 19:00:00,114600.421875,114680.59375,111409.109375,112449.1484375
2025-08-24 20:00:00,112441.1015625,112974.921875,111874.1875,112636.9609375
2025-08-24 21:00:00,112712.71875,113286.96875,112439.6796875,112978.4296875
2025-08-24 22:00:00,112976.2734375,113447.484375,112656.4140625,113421.484375
2025-08-24 23:00:00,113438.5859375,113635.75,113387.09375,113420.0703125
2025-08-25 00:00:00,113465.1796875,113465.1796875,112174.9375,112598.359375
2025-08-25 01:00:00,112614.9375,113107.5859375,112614.9375,113050.2421875
2025-08-25 02:00:00,113061.3984375,113582.109375,113053.7265625,113404.015625
2025-08-25 03:00:00,113393.859375,113599.9296875,113118.7890625,113118.7890625
2025-08-25 04:00:00,112920.9296875,112979.21875,112628.0078125,112754.6875
2025-08-25 05:00:00,112758.53125,112825.0625,112349.7578125,112349.7578125
2025-08-25 06:00:00,112343.109375,112400.140625,111822.84375,111903.8359375
2025-08-25 07:00:00,111896.0859375,112089.1953125,111412.125,111457.546875
2025-08-25 08:00:00,111479.4296875,111777.3828125,111141.390625,111534.6171875
2025-08-25 09:00:00,111449.40625,111786.0546875,111240.7109375,111786.0546875
2025-08-25 10:00:00,111739.7265625,111754.6796875,110960.2109375,110970.5859375
2025-08-25 11:00:00,110972.6328125,111249.8046875,110932.9921875,111212.9140625
2025-08-25 12:00:00,111332.1640625,111632.4921875,111060.1640625,111600.2265625
2025-08-25 13:00:00,111582.875,111729.3203125,110610.125,111466.3203125
2025-08-25 14:00:00,111464.984375,112261.7421875,111443.328125,112205.3046875
2025-08-25 15:00:00,112263.2265625,112542.4140625,111912.0234375,112189.828125
2025-08-25 16:00:00,112196.6328125,112931.53125,112107.5234375,112568.9375
2025-08-25 17:00:00,112549.109375,112737.5234375,112207.640625,112516.5625
2025-08-25 18:00:00,112329.5546875,112616.2890625,112273.4296875,112390.84375
2025-08-25 19:00:00,112397.8359375,112397.8359375,110787.1953125,110787.1953125
2025-08-25 20:00:00,110681.6796875,111059.7109375,109587.390625,109806.3515625
2025-08-25 21:00:00,109620.015625,110272.8125,109347.6328125,110165.21875
2025-08-25 22:00:00,110111.34375,110624.734375,110039.3984375,110169.9453125
2025-08-25 23:00:00,110183.0,110262.484375,109813.3828125,110227.09375
2025-08-26 00:00:00,110061.859375,110061.859375,109027.5859375,109268.765625
2025-08-26 01:00:00,109237.6796875,109904.40625,108848.1484375,109836.5
2025-08-26 02:00:00,109907.125,110002.5546875,109577.828125,109784.90625
2025-08-26 03:00:00,109730.625,109945.328125,109509.21875,109869.03125
2025-08-26 04:00:00,109887.8125,110255.3125,109887.8125,110130.296875
2025-08-26 05:00:00,110111.2265625,110363.8515625,110105.796875,110255.9140625
2025-08-26 06:00:00,110253.4375,110317.1171875,109958.3515625,110000.4609375
2025-08-26 07:00:00,110009.40625,110424.1796875,109808.4765625,110296.25
2025-08-26 08:00:00,110308.2734375,110429.0,110049.75,110147.953125
2025-08-26 09:00:00,110118.0546875,110417.5859375,110060.609375,110139.7578125
2025-08-26 10:00:00,110155.8203125,110415.7734375,110141.609375,110218.859375
2025-08-26 11:00:00,110226.9921875,110226.9921875,109620.921875,109839.578125
2025-08-26 12:00:00,109872.1484375,110638.0078125,109629.2109375,110142.703125
2025-08-26 13:00:00,110211.0546875,110225.71875,109454.8046875,110047.2265625
2025-08-26 14:00:00,110065.25,110485.359375,109850.8984375,110412.0859375
2025-08-26 15:00:00,110344.5625,110548.015625,109588.1015625,109698.75
2025-08-26 16:00:00,109686.6875,110061.875,109468.15625,110061.875
2025-08-26 17:00:00,110130.3359375,110170.796875,109600.59375,109914.828125
2025-08-26 18:00:00,110047.5546875,110982.7421875,110047.5546875,110709.3984375
2025-08-26 19:00:00,110700.8984375,111167.3359375,110555.0,111146.6171875
2025-08-26 20:00:00,111130.5078125,111409.8515625,110980.5078125,111346.375
2025-08-26 21:00:00,111334.640625,111566.96875,111173.53125,111549.203125
2025-08-26 22:00:00,111566.1171875,111943.8046875,111566.1171875,111917.2265625
2025-08-26 23:00:00,111939.515625,112368.234375,111769.828125,111807.0859375
2025-08-27 00:00:00,111798.0,111798.0,111373.9375,111376.7421875
2025-08-27 01:00:00,111370.6328125,111464.859375,111128.421875,111305.421875
2025-08-27 02:00:00,111305.6953125,111480.734375,111153.4296875,111172.4765625
2025-08-27 03:00:00,111172.3359375,111699.0,110964.9375,111481.5078125
2025-08-27 04:00:00,111449.578125,111689.1328125,111440.6640625,111614.9921875
2025-08-27 05:00:00,111580.609375,111645.75,111347.015625,111367.6640625
2025-08-27 06:00:00,111382.8671875,111382.8671875,111041.0859375,111041.0859375
2025-08-27 07:00:00,111049.234375,111100.0703125,110669.53125,110675.125
2025-08-27 08:00:00,110809.140625,110814.359375,110467.1171875,110742.8359375
2025-08-27 09:00:00,110738.5390625,111075.9453125,110738.5390625,110822.7421875
2025-08-27 10:00:00,110821.5390625,111226.359375,110821.5390625,111003.09375
2025-08-27 11:00:00,111002.828125,111368.9921875,111002.828125,111332.21875
2025-08-27 12:00:00,111320.4765625,111386.765625,111063.8203125,111336.8828125
2025-08-27 13:00:00,111355.328125,111875.046875,111109.6484375,111486.96875
2025-08-27 14:00:00,111498.0625,112619.4140625,111355.3671875,111771.734375
2025-08-27 15:00:00,111809.6640625,112090.1640625,111630.5234375,112023.328125
2025-08-27 16:00:00,112024.5703125,112236.375,111638.5,112147.6171875
2025-08-27 17:00:00,112136.921875,112398.7890625,111932.1171875,112386.8359375
2025-08-27 18:00:00,112350.28125,112601.2890625,111985.984375,111985.984375
2025-08-27 19:00:00,111990.515625,112205.875,111691.28125,112014.6796875
2025-08-27 20:00:00,112061.1875,112364.0078125,111282.8359375,112364.0078125
2025-08-27 21:00:00,112408.921875,112408.921875,111388.7421875,111441.859375
2025-08-27 22:00:00,111502.21875,111600.6015625,111116.78125,111426.265625
2025-08-27 23:00:00,111437.4453125,111541.421875,111143.1640625,111207.3828125
2025-08-28 00:00:00,111261.3671875,111506.0,110909.0703125,111308.015625
2025-08-28 01:00:00,111342.4921875,111673.765625,111342.4921875,111656.3203125
2025-08-28 02:00:00,111658.140625,111776.1328125,111452.265625,111488.0
2025-08-28 03:00:00,111502.46875,112015.8984375,111437.6328125,112015.8984375
2025-08-28 04:00:00,112006.796875,113059.3671875,111970.390625,112942.90625
2025-08-28 05:00:00,112958.8125,113122.7890625,112714.1484375,112893.703125
2025-08-28 06:00:00,112852.0546875,113247.359375,112729.5546875,113247.359375
2025-08-28 07:00:00,113223.515625,113361.6875,113093.859375,113161.2734375
2025-08-28 08:00:00,113144.1875,113356.453125,113082.3671875,113120.5703125
2025-08-28 09:00:00,113165.171875,113258.3203125,112921.984375,112933.2421875
2025-08-28 10:00:00,112936.71875,113098.9296875,112859.7734375,113098.9296875
2025-08-28 11:00:00,113125.640625,113146.5859375,112850.3671875,112917.171875
2025-08-28 12:00:00,112919.453125,113303.515625,112833.4296875,113300.609375
2025-08-28 13:00:00,113268.8671875,113436.234375,112642.71875,112750.296875
2025-08-28 14:00:00,112820.375,113275.4609375,112607.65625,113209.078125
2025-08-28 15:00:00,113180.9609375,113252.4921875,112412.203125,112651.3203125
2025-08-28 16:00:00,112666.2265625,113151.2890625,112523.75,112523.75
2025-08-28 17:00:00,112390.0859375,112621.234375,112245.453125,112419.140625
2025-08-28 18:00:00,112337.234375,112701.203125,112243.625,112387.3359375
2025-08-28 19:00:00,112388.578125,112546.96875,111929.84375,111929.84375
2025-08-28 20:00:00,112002.265625,112102.2890625,111879.1015625,111927.296875
2025-08-28 21:00:00,111915.5234375,112121.0859375,111906.0,112036.6640625
2025-08-28 22:00:00,112039.9453125,112449.6328125,112039.9453125,112376.0234375
2025-08-28 23:00:00,112369.2109375,112564.375,112344.203125,112564.375
2025-08-29 00:00:00,112571.5234375,112609.453125,112178.25,112216.7578125
2025-08-29 01:00:00,112237.90625,112246.4140625,111456.0625,111540.625
2025-08-29 02:00:00,111493.0234375,111789.3203125,111393.3828125,111476.0625
2025-08-29 03:00:00,111462.921875,111833.53125,111374.9296875,111766.6328125
2025-08-29 04:00:00,111744.1015625,111843.453125,111445.75,111445.75
2025-08-29 05:00:00,111514.65625,111560.125,111180.7265625,111256.859375
2025-08-29 06:00:00,111323.203125,111378.4140625,111000.53125,111270.171875
2025-08-29 07:00:00,111287.2890625,111287.2890625,109912.609375,109912.609375
2025-08-29 08:00:00,110011.09375,110268.9921875,109623.640625,109629.1328125
2025-08-29 09:00:00,109630.3515625,109911.9921875,109479.6171875,109805.1015625
2025-08-29 10:00:00,109789.4921875,110005.5234375,109789.4921875,110003.2265625
2025-08-29 11:00:00,110003.9765625,110138.59375,109883.4140625,110073.78125
2025-08-29 12:00:00,110098.5625,111122.7109375,110098.5625,110734.15625
2025-08-29 13:00:00,110742.6328125,110754.40625,109033.1171875,109151.3359375
2025-08-29 14:00:00,109092.34375,109407.5390625,108207.609375,108207.609375
2025-08-29 15:00:00,108178.3359375,108684.90625,108178.3359375,108451.421875
2025-08-29 16:00:00,108394.265625,108822.3046875,108183.71875,108737.859375
2025-08-29 17:00:00,108744.71875,108744.71875,108201.8984375,108529.4375
2025-08-29 18:00:00,108471.8359375,108487.5859375,108109.5703125,108173.1953125
2025-08-29 19:00:00,108156.765625,108716.734375,108057.3984375,108279.3359375
2025-08-29 20:00:00,108226.9609375,108257.84375,107610.3203125,107851.8984375
2025-08-29 21:00:00,107787.125,108430.15625,107577.2578125,108429.515625
2025-08-29 22:00:00,108468.0625,108468.0625,108208.421875,108344.0859375
2025-08-29 23:00:00,108384.6015625,108568.0859375,108384.6015625,108443.875
2025-08-30 00:00:00,108330.4375,108393.5703125,108177.6171875,108286.078125
2025-08-30 01:00:00,108276.625,108347.0703125,107623.0859375,107690.4140625
2025-08-30 02:00:00,107481.96875,107959.1171875,107481.96875,107876.6875
2025-08-30 03:00:00,107816.765625,108413.6953125,107783.9453125,108411.421875
2025-08-30 04:00:00,108406.9140625,108643.46875,108390.046875,108462.3046875
2025-08-30 05:00:00,108450.21875,108452.6484375,108157.109375,108359.2734375
2025-08-30 06:00:00,108369.03125,108550.5859375,108207.8125,108240.8984375
2025-08-30 07:00:00,108301.578125,108525.1015625,108129.125,108525.1015625
2025-08-30 08:00:00,108520.9453125,108735.8984375,108504.5703125,108594.765625
2025-08-30 09:00:00,108593.859375,108603.8203125,108493.6953125,108531.2109375
2025-08-30 10:00:00,108536.8046875,108692.4921875,108432.2890625,108457.046875
2025-08-30 11:00:00,108446.515625,108708.3046875,108441.1484375,108708.3046875
2025-08-30 12:00:00,108636.734375,108636.734375,108383.5,108561.0546875
2025-08-30 13:00:00,108596.5703125,108616.9453125,108234.0703125,108498.4296875
2025-08-30 14:00:00,108526.3828125,108716.6015625,108429.0859375,108678.6484375
2025-08-30 15:00:00,108660.921875,108921.6953125,108559.046875,108863.3203125
2025-08-30 16:00:00,108834.3671875,108866.2890625,108670.3203125,108816.078125
2025-08-30 17:00:00,108822.6015625,108896.359375,108658.234375,108767.1171875
2025-08-30 18:00:00,108776.90625,108846.6015625,108659.5546875,108730.0078125
2025-08-30 19:00:00,108743.109375,108883.3828125,108707.4765625,108824.9375
2025-08-30 20:00:00,108849.4765625,108849.4765625,108623.515625,108639.3359375
2025-08-30 21:00:00,108658.3984375,108685.296875,108539.984375,108605.9296875
2025-08-30 22:00:00,108585.7578125,108588.5546875,108488.5546875,108541.5703125
2025-08-30 23:00:00,108539.5,108819.2890625,108539.5,108810.75
2025-08-31 00:00:00,108823.390625,109373.0390625,108823.390625,109365.6953125
2025-08-31 01:00:00,109376.25,109485.015625,109175.8125,109478.2578125
2025-08-31 02:00:00,109457.3984375,109457.3984375,109208.8359375,109233.8359375
2025-08-31 03:00:00,109234.0234375,109375.828125,109194.828125,109194.828125
2025-08-31 04:00:00,109206.90625,109206.90625,108724.515625,108793.9375
2025-08-31 05:00:00,108809.8203125,108809.8203125,108583.234375,108749.2578125
2025-08-31 06:00:00,108755.0625,108776.1640625,108537.7265625,108730.6640625
2025-08-31 07:00:00,108727.1171875,108825.6875,108685.6796875,108716.578125
2025-08-31 08:00:00,108710.109375,109025.8671875,108710.109375,109011.53125
2025-08-31 09:00:00,109019.46875,109101.8359375,108484.96875,108484.96875
2025-08-31 10:00:00,108491.1015625,108611.0859375,108371.3125,108560.2890625
2025-08-31 11:00:00,108573.53125,108596.3828125,108367.296875,108399.5859375
2025-08-31 12:00:00,108398.4296875,108449.4140625,108309.609375,108309.609375
2025-08-31 13:00:00,108378.109375,108417.625,108198.328125,108413.6875
2025-08-31 14:00:00,108451.1015625,108488.046875,108285.6796875,108447.1171875
2025-08-31 15:00:00,108456.09375,108802.875,108456.09375,108792.7734375
2025-08-31 16:00:00,108800.4296875,108966.1875,108594.28125,108941.890625
2025-08-31 17:00:00,108922.2578125,108995.109375,108869.109375,108992.6953125
2025-08-31 18:00:00,108989.984375,109214.1875,108968.3515625,109146.3828125
2025-08-31 19:00:00,109150.1640625,109155.5390625,108923.2578125,108923.2578125
2025-08-31 20:00:00,108914.359375,109115.359375,108879.96875,109114.9921875
2025-08-31 21:00:00,109114.53125,109114.53125,108964.9609375,109062.1953125
2025-08-31 22:00:00,109052.53125,109222.7109375,108775.375,108865.8046875
2025-08-31 23:00:00,108879.8046875,108879.8046875,108107.3203125,108248.1328125
2025-09-01 00:00:00,108250.2578125,108358.640625,107695.9921875,108297.6484375
